AOP_id,AOP_title,AOP_short_name,AOP_AO_1,AOP_AO_id_1,AOP_AO_2,AOP_AO_id_2,AOP_AO_3,AOP_AO_id_3,AOP_AO_4,AOP_AO_id_4,AOP_AO_5,AOP_AO_id_5,AOP_AO_6,AOP_AO_id_6,AOP_AO_7,AOP_AO_id_7,AOP_AO_8,AOP_AO_id_8,AOP_AO_9,AOP_AO_id_9,AOP_AO_10,AOP_AO_id_10,AOP_KE_1,AOP_KE_id_1,AOP_KE_2,AOP_KE_id_2,AOP_KE_3,AOP_KE_id_3,AOP_KE_4,AOP_KE_id_4,AOP_KE_5,AOP_KE_id_5,AOP_KE_6,AOP_KE_id_6,AOP_KE_7,AOP_KE_id_7,AOP_KE_8,AOP_KE_id_8,AOP_KE_9,AOP_KE_id_9,AOP_KE_10,AOP_KE_id_10,AOP_MIE_1,AOP_MIE_id_1,AOP_MIE_2,AOP_MIE_id_2,AOP_MIE_3,AOP_MIE_id_3,AOP_MIE_4,AOP_MIE_id_4,AOP_MIE_5,AOP_MIE_id_5,AOP_MIE_6,AOP_MIE_id_6,AOP_MIE_7,AOP_MIE_id_7,AOP_MIE_8,AOP_MIE_id_8,AOP_MIE_9,AOP_MIE_id_9,AOP_MIE_10,AOP_MIE_id_10,stressor_id_1,stressor_name_1,stressor_id_2,stressor_name_2,stressor_id_3,stressor_name_3,stressor_id_4,stressor_name_4,stressor_id_5,stressor_name_5,stressor_id_6,stressor_name_6,stressor_id_7,stressor_name_7,stressor_id_8,stressor_name_8,stressor_id_9,stressor_name_9,stressor_id_10,stressor_name_10,relation_1,upstream_event_id_1,upstream_event_1,downstream_event_id_1,downstream_event_1,relation_2,upstream_event_id_2,upstream_event_2,downstream_event_id_2,downstream_event_2,relation_3,upstream_event_id_3,upstream_event_3,downstream_event_id_3,downstream_event_3,relation_4,upstream_event_id_4,upstream_event_4,downstream_event_id_4,downstream_event_4,relation_5,upstream_event_id_5,upstream_event_5,downstream_event_id_5,downstream_event_5,relation_6,upstream_event_id_6,upstream_event_6,downstream_event_id_6,downstream_event_6,relation_7,upstream_event_id_7,upstream_event_7,downstream_event_id_7,downstream_event_7,relation_8,upstream_event_id_8,upstream_event_8,downstream_event_id_8,downstream_event_8,relation_9,upstream_event_id_9,upstream_event_9,downstream_event_id_9,downstream_event_9,relation_10,upstream_event_id_10,upstream_event_10,downstream_event_id_10,downstream_event_10
349,Inhibition of 11β-hydroxylase leading to decresed population trajectory ,"11β-hydroxylase inhibition,  infertility in fish ","Decrease, Population growth rate",360,,,,,,,,,,,,,,,,,,,Cortisol and 11β-(OH) testosterone decreased,1835,"Decreased,  plasma 11-ketotestosterone level",1756,Decreased plasma Cortisol level,1836,Decreased spermatogenesis ,1798,decreased oocyte maturation,1837,"impaired, Fertility",406,,,,,,,,,11β-hydroxylase inhibition,1796,,,,,,,,,,,,,,,,,,,574,Metyrapone,575,"Lysodren, Mitotan, Mitotane",576,Etomidate,282,Ketoconazole,577,Osilodrostat(LCI699),,,,,,,,,,,2501,1796,11β-hydroxylase inhibition,1835,Cortisol and 11β-(OH) testosterone decreased,2531,1835,Cortisol and 11β-(OH) testosterone decreased,1756,"Decreased,  plasma 11-ketotestosterone level",2532,1835,Cortisol and 11β-(OH) testosterone decreased,1836,Decreased plasma Cortisol level,2533,1756,"Decreased,  plasma 11-ketotestosterone level",1798,Decreased spermatogenesis ,2534,1836,Decreased plasma Cortisol level,1837,decreased oocyte maturation,2535,1798,Decreased spermatogenesis ,406,"impaired, Fertility",2536,1837,decreased oocyte maturation,406,"impaired, Fertility",2537,406,"impaired, Fertility",360,"Decrease, Population growth rate",,,,,,,,,,
288,"Inhibition of 17α-hydrolase/C 10,20-lyase (Cyp17A1) activity leads to birth reproductive defects (cryptorchidism) in male (mammals)",Cyp17A1 inhibition leads to undescended testes in mammals,"Malformation, cryptorchidism - maldescended testis",1616,,,,,,,,,,,,,,,,,,,"Reduction, 17-OH-pregnenolone conversion in DHEA",1610,"Reduction, 17-OH-progesterone conversion in androstenedione",1611,"Decrease, testosterone synthesis/level",1612,"Decrease, dihydrotestosterone (DHT) level",1613,"Decrease, androgen receptor activation",1614,Impaired inguinoscrotal testicular descent phase,1615,,,,,,,,,"Inhibition, Cytochrome P450 enzyme (CYP17A1) activity",1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1839,1609,"Inhibition, Cytochrome P450 enzyme (CYP17A1) activity",1610,"Reduction, 17-OH-pregnenolone conversion in DHEA",1840,1609,"Inhibition, Cytochrome P450 enzyme (CYP17A1) activity",1611,"Reduction, 17-OH-progesterone conversion in androstenedione",1928,1610,"Reduction, 17-OH-pregnenolone conversion in DHEA",1612,"Decrease, testosterone synthesis/level",1929,1611,"Reduction, 17-OH-progesterone conversion in androstenedione",1612,"Decrease, testosterone synthesis/level",1930,1612,"Decrease, testosterone synthesis/level",1613,"Decrease, dihydrotestosterone (DHT) level",1931,1613,"Decrease, dihydrotestosterone (DHT) level",1614,"Decrease, androgen receptor activation",1932,1612,"Decrease, testosterone synthesis/level",1614,"Decrease, androgen receptor activation",1933,1614,"Decrease, androgen receptor activation",1615,Impaired inguinoscrotal testicular descent phase,1934,1615,Impaired inguinoscrotal testicular descent phase,1616,"Malformation, cryptorchidism - maldescended testis",,,,,
289,Inhibition of 5α-reductase leading to impaired fecundity in female fish," 5α-reductase,female fish","Decrease, Population growth rate",360,,,,,,,,,,,,,,,,,,,"Decrease, dihydrotestosterone (DHT) level",1613,"Reduction, Plasma 17beta-estradiol concentrations",219,"Reduction, Plasma vitellogenin concentrations",221,"Reduction, Cumulative fecundity and spawning",78,,,,,,,,,,,,,"Inhibition, 5α-reductase",1617,,,,,,,,,,,,,,,,,,,441,"finasteride, dutasteride, epristeride",,,,,,,,,,,,,,,,,,,1841,1617,"Inhibition, 5α-reductase",1613,"Decrease, dihydrotestosterone (DHT) level",1842,1613,"Decrease, dihydrotestosterone (DHT) level",219,"Reduction, Plasma 17beta-estradiol concentrations",1843,219,"Reduction, Plasma 17beta-estradiol concentrations",221,"Reduction, Plasma vitellogenin concentrations",2230,221,"Reduction, Plasma vitellogenin concentrations",78,"Reduction, Cumulative fecundity and spawning",2231,78,"Reduction, Cumulative fecundity and spawning",360,"Decrease, Population growth rate",,,,,,,,,,,,,,,,,,,,,,,,,
120,Inhibition of 5α-reductase leading to Leydig cell tumors (in rat),5α-reductase- Leydig tumor,"Increase, Leydig cell tumors",745,,,,,,,,,,,,,,,,,,,"Increased, Leutinizing hormone (LH)",791,"Increase, Hyperplasia (Leydig cells)",744,"Decrease, Bioactivation of testosterone",792,,,,,,,,,,,,,,,"Inhibition, 5α-reductase activity",790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,790,"Inhibition, 5α-reductase activity",792,"Decrease, Bioactivation of testosterone",461,792,"Decrease, Bioactivation of testosterone",791,"Increased, Leutinizing hormone (LH)",462,791,"Increased, Leutinizing hormone (LH)",744,"Increase, Hyperplasia (Leydig cells)",463,744,"Increase, Hyperplasia (Leydig cells)",745,"Increase, Leydig cell tumors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Inhibition of ALDH1A (RALDH) leading to impaired fertility via disrupted meiotic initiation of fetal oogonia of the ovary,Inhibition of ALDH1A leading to reduced fertility,"impaired, Fertility",406,,,,,,,,,,,,,,,,,,,"Decreased, all-trans retinoic acid (atRA) concentration",1881,Disrupted meiotic initiation of fetal oogonia of the ovary,1882,Reduced size of the ovarian follicle pool ,1883,"irregularities, ovarian cycle",405,,,,,,,,,,,,,Inhibition of ALDH1A (RALDH),1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2698,1880,Inhibition of ALDH1A (RALDH),1881,"Decreased, all-trans retinoic acid (atRA) concentration",2817,1881,"Decreased, all-trans retinoic acid (atRA) concentration",1882,Disrupted meiotic initiation of fetal oogonia of the ovary,2829,1882,Disrupted meiotic initiation of fetal oogonia of the ovary,1883,Reduced size of the ovarian follicle pool ,2889,1883,Reduced size of the ovarian follicle pool ,405,"irregularities, ovarian cycle",2875,405,"irregularities, ovarian cycle",406,"impaired, Fertility",,,,,,,,,,,,,,,,,,,,,,,,,
383,Inhibition of Angiotensin-converting enzyme 2 leading to liver fibrosis,"ACE2 inhibition, liver fibrosis","N/A, Liver fibrosis",344,,,,,,,,,,,,,,,,,,,Increase plasma Ang II,1743,Increased Ang II type 1 receptor (AT1R),1852,"Increased, Reactive oxygen species",1115,"Increased, extracellular matrix deposition",1501,,,,,,,,,,,,,Induced dysregulation of ACE2 ,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2579,1852,Increased Ang II type 1 receptor (AT1R),1115,"Increased, Reactive oxygen species",2763,1743,Increase plasma Ang II,1852,Increased Ang II type 1 receptor (AT1R),2580,1115,"Increased, Reactive oxygen species",1501,"Increased, extracellular matrix deposition",2581,1501,"Increased, extracellular matrix deposition",344,"N/A, Liver fibrosis",2762,1740,Induced dysregulation of ACE2 ,1743,Increase plasma Ang II,,,,,,,,,,,,,,,,,,,,,,,,,
154,Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response,Immunosuppression,"Impairment, T-cell dependent antibody response",984,,,,,,,,,,,,,,,,,,,"Interference, nuclear localization of NFAT",979,"Reduction, NFAT/AP-1 complex formation",981,"Suppression, IL-2 and IL-4 production",1202,,,,,,,,,,,,,,,"Inhibition, Calcineurin Activity",980,,,,,,,,,,,,,,,,,,,163,Tacrolimus (also FK506),294,Cyclosporin,529,Pimecrolimus,530,Gossypol,531,Kaempferol,532,Dodecylbenzene sulfonate,533,Dibefurin,534,Ascomycin,535,"1,5-dibenzoyloxymethyl-norcantharidin",,,1563,980,"Inhibition, Calcineurin Activity",979,"Interference, nuclear localization of NFAT",1270,979,"Interference, nuclear localization of NFAT",981,"Reduction, NFAT/AP-1 complex formation",1271,981,"Reduction, NFAT/AP-1 complex formation",1202,"Suppression, IL-2 and IL-4 production",1272,1202,"Suppression, IL-2 and IL-4 production",984,"Impairment, T-cell dependent antibody response",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Inhibition of complex I of the electron transport chain leading to chemical induced Fanconi syndrome,Complex I inhibition leads to Fanconi syndrome,Chemical induced Fanconi syndrome,1564,,,,,,,,,,,,,,,,,,,"Inhibition, NADH-ubiquinone oxidoreductase  (complex I)",887,"Decrease, Oxidative phosphorylation",1477,Decreased Na/K ATPase activity,1562,Decreased proximal tubular vectorial transport,1563,,,,,,,,,,,,,"Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)",888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740,888,"Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)",887,"Inhibition, NADH-ubiquinone oxidoreductase  (complex I)",1741,887,"Inhibition, NADH-ubiquinone oxidoreductase  (complex I)",1477,"Decrease, Oxidative phosphorylation",1742,1477,"Decrease, Oxidative phosphorylation",1562,Decreased Na/K ATPase activity,1743,1562,Decreased Na/K ATPase activity,1563,Decreased proximal tubular vectorial transport,1744,1563,Decreased proximal tubular vectorial transport,1564,Chemical induced Fanconi syndrome,,,,,,,,,,,,,,,,,,,,,,,,,
218,Inhibition of CYP7B activity leads to decreased reproductive success via decreased locomotor activity,Inhibition of CYP7B leads to decreased locomotor activity,"Decrease, Population growth rate",360,,,,,,,,,,,,,,,,,,,"7α-hydroxypregnenolone synthesis in the brain, decreased",1387,"Dopamine release in the brain, decreased",1388,"Locomotor activity, decreased",1389,"Decreased, Reproductive Success",1141,,,,,,,,,,,,,"CYP7B activity, inhibition",1386,,,,,,,,,,,,,,,,,,,282,Ketoconazole,,,,,,,,,,,,,,,,,,,1245,1386,"CYP7B activity, inhibition",1387,"7α-hydroxypregnenolone synthesis in the brain, decreased",1246,1386,"CYP7B activity, inhibition",1389,"Locomotor activity, decreased",1247,1387,"7α-hydroxypregnenolone synthesis in the brain, decreased",1389,"Locomotor activity, decreased",1248,1387,"7α-hydroxypregnenolone synthesis in the brain, decreased",1388,"Dopamine release in the brain, decreased",1249,1388,"Dopamine release in the brain, decreased",1389,"Locomotor activity, decreased",1255,1389,"Locomotor activity, decreased",1141,"Decreased, Reproductive Success",3078,1141,"Decreased, Reproductive Success",360,"Decrease, Population growth rate",,,,,,,,,,,,,,,
219,Inhibition of CYP7B activity leads to decreased reproductive success via decreased sexual behavior,Inhibition of CYP7B activity leads to decreased sexual behavior,"Decrease, Population growth rate",360,,,,,,,,,,,,,,,,,,,"7α-hydroxypregnenolone synthesis in the brain, decreased",1387,"Dopamine release in the brain, decreased",1388,"Sexual behavior, decreased",1390,"Decreased, Reproductive Success",1141,,,,,,,,,,,,,"CYP7B activity, inhibition",1386,,,,,,,,,,,,,,,,,,,282,Ketoconazole,,,,,,,,,,,,,,,,,,,1250,1386,"CYP7B activity, inhibition",1387,"7α-hydroxypregnenolone synthesis in the brain, decreased",1251,1387,"7α-hydroxypregnenolone synthesis in the brain, decreased",1390,"Sexual behavior, decreased",1252,1387,"7α-hydroxypregnenolone synthesis in the brain, decreased",1388,"Dopamine release in the brain, decreased",1257,1390,"Sexual behavior, decreased",1141,"Decreased, Reproductive Success",1259,1388,"Dopamine release in the brain, decreased",1390,"Sexual behavior, decreased",3079,1141,"Decreased, Reproductive Success",360,"Decrease, Population growth rate",,,,,,,,,,,,,,,,,,,,
301,Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis ,"Homocysteine, anterior-posterior axis ","Impaired,anterior-posterior axis development",1667,,,,,,,,,,,,,,,,,,,Increased Homocysteine level ,1661,"Increased, Plasma HCY level",1665,"Induced, dysfunction of microcirculation",1666,,,,,,,,,,,,,,,Inhibition of cystathionine beta-synthase,1657,,,,,,,,,,,,,,,,,,,493,Aminooxyacetic acid,494,"S-(4-Carboxybutyl)-D,L-homocysteine; 5-(3-Amino-3-carboxypropyl)sulfanyl-pentanoic acid",,,,,,,,,,,,,,,,,1950,1657,Inhibition of cystathionine beta-synthase,1661,Increased Homocysteine level ,1961,1661,Increased Homocysteine level ,1665,"Increased, Plasma HCY level",1962,1665,"Increased, Plasma HCY level",1666,"Induced, dysfunction of microcirculation",1963,1666,"Induced, dysfunction of microcirculation",1667,"Impaired,anterior-posterior axis development",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Inhibition of fatty acid beta oxidation leading to nonalcoholic steatohepatitis (NASH),Inhibition fatty acid beta oxidation leading to nonalcoholic steatohepatisis (NASH) ,"N/A, Steatohepatisis",1489,,,,,,,,,,,,,,,,,,,"Increase, cytosolic fatty acid",1305,"Increased, Liver Steatosis",459,"Increased, Reactive oxygen species",1115,"Increased, Oncotic Necrosis",1491,,,,,,,,,,,,,"Inhibition, Fatty Acid Beta Oxidation",1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1490,"Inhibition, Fatty Acid Beta Oxidation",1305,"Increase, cytosolic fatty acid",1577,1305,"Increase, cytosolic fatty acid",459,"Increased, Liver Steatosis",1578,459,"Increased, Liver Steatosis",1115,"Increased, Reactive oxygen species",1579,1115,"Increased, Reactive oxygen species",1491,"Increased, Oncotic Necrosis",1580,1491,"Increased, Oncotic Necrosis",1489,"N/A, Steatohepatisis",,,,,,,,,,,,,,,,,,,,,,,,,
399,Inhibition of Fyna leading to increased mortality via decreased eye size (Microphthalmos),Inhibition of Fyna leading to increased mortality,Increased Mortality,351,"Decrease, Population growth rate",360,,,,,,,,,,,,,,,,,Inhibition of Plxna2,1885,Overexpression of rasl11b,1886,"Decrease, Cell proliferation",1821,"Decreased, Eye size",1878,"Altered, Visual function",1643,,,,,,,,,,,Inhibition of Fyna,1884,,,,,,,,,,,,,,,,,,,641,Rosmarinic acid,642,Saracatinib,643,Staurosporine,,,,,,,,,,,,,,,2700,1884,Inhibition of Fyna,1885,Inhibition of Plxna2,2701,1885,Inhibition of Plxna2,1886,Overexpression of rasl11b,2702,1886,Overexpression of rasl11b,1821,"Decrease, Cell proliferation",2703,1821,"Decrease, Cell proliferation",1878,"Decreased, Eye size",2712,1878,"Decreased, Eye size",1643,"Altered, Visual function",2713,1643,"Altered, Visual function",351,Increased Mortality,2705,351,Increased Mortality,360,"Decrease, Population growth rate",,,,,,,,,,,,,,,
32,"Inhibition of iNOS, hepatotoxicity, and regenerative proliferation leading to liver tumors","Inhibition of iNOS, hepatotoxicity, and regenerative proliferation leading to liver tumors",,,,,,,,,,,,,,,,,,,,,"Production, Critical Metabolites (CGA 330050 and CGA 265307)",77,"Induction, Liver “Dysfunctional” Changes by CGA 330050",164,"Inhibition, Inducible Nitric Oxide Synthase by Metabolite CGA 265307",147,"Induction, Sustained Hepatotoxicity",270,"Induction, Sustained Cell Proliferation",269,"Formation, Liver tumor",347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,77,"Production, Critical Metabolites (CGA 330050 and CGA 265307)",164,"Induction, Liver “Dysfunctional” Changes by CGA 330050",69,164,"Induction, Liver “Dysfunctional” Changes by CGA 330050",147,"Inhibition, Inducible Nitric Oxide Synthase by Metabolite CGA 265307",70,147,"Inhibition, Inducible Nitric Oxide Synthase by Metabolite CGA 265307",270,"Induction, Sustained Hepatotoxicity",71,270,"Induction, Sustained Hepatotoxicity",269,"Induction, Sustained Cell Proliferation",72,269,"Induction, Sustained Cell Proliferation",347,"Formation, Liver tumor",,,,,,,,,,,,,,,,,,,,,,,,,
110,Inhibition of iodide pump activity leading to follicular cell adenomas and carcinomas (in rat and mouse),Iodide pump inhibition- follicular adenoma/carcinoma,"Increase, Adenomas/carcinomas (follicular cell)",741,,,,,,,,,,,,,,,,,,,"Thyroid hormone synthesis, Decreased",277," Thyroxine (T4) in serum, Decreased",281,"Increased, Thyroid-stimulating hormone (TSH)",1023,"Increase, Hypertrophy and proliferation (follicular cell)",739,"Increase, Hyperplasia (follicular cells)",740,,,,,,,,,,,"Inhibition, Na+/I- symporter (NIS)",424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2839,424,"Inhibition, Na+/I- symporter (NIS)",277,"Thyroid hormone synthesis, Decreased",2739,277,"Thyroid hormone synthesis, Decreased",281," Thyroxine (T4) in serum, Decreased",2744,281," Thyroxine (T4) in serum, Decreased",1023,"Increased, Thyroid-stimulating hormone (TSH)",2745,1023,"Increased, Thyroid-stimulating hormone (TSH)",739,"Increase, Hypertrophy and proliferation (follicular cell)",408,739,"Increase, Hypertrophy and proliferation (follicular cell)",740,"Increase, Hyperplasia (follicular cells)",409,740,"Increase, Hyperplasia (follicular cells)",741,"Increase, Adenomas/carcinomas (follicular cell)",,,,,,,,,,,,,,,,,,,,
315,Inhibition of JAK3 leading to impairment of T-Cell Dependent Antibody Response,Immune dysfunction induced by JAK3 inhibition,Impairment of T-cell dependent antibody response,1719,,,,,,,,,,,,,,,,,,,Blockade of STAT5 phosphorylation,1716,Suppression of STAT5 binding to cytokine gene promoters,1717,Suppression of IL-4 production,1718,,,,,,,,,,,,,,,Inhibition of JAK3,1715,,,,,,,,,,,,,,,,,,,585,"PF-06651600 (CAS No：1792180-81-4), ",586,RB1,,,,,,,,,,,,,,,,,2051,1715,Inhibition of JAK3,1716,Blockade of STAT5 phosphorylation,2052,1716,Blockade of STAT5 phosphorylation,1717,Suppression of STAT5 binding to cytokine gene promoters,2053,1717,Suppression of STAT5 binding to cytokine gene promoters,1718,Suppression of IL-4 production,2054,1718,Suppression of IL-4 production,1719,Impairment of T-cell dependent antibody response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Inhibition of lysyl oxidase leading to enhanced chronic fish toxicity,Lysyl oxidase inhibition,"Growth, reduction",1467,"Decreased, survival",636,,,,,,,,,,,,,,,,,Inhibition of lysyl oxidase,1463,Reduction of collagen crosslinking,1464,Weak collagen matrix,1465,Notochord distortion or malformations,1466,"Reduced, Swimming performance",1005,,,,,,,,,,,Thiol group of chemicals interact with sulfuhydryl groups of proteins to form thiol adducts,1462,,,,,,,,,,,,,,,,,,,307,Sodium metam,308,Dimethyl dithiocarbamate,309,Thiram,310,Disulfiram,311,Ferbam,312,Dazornet,313,Pyrolidine dithiocarbamate,314,Mancozeb,33,Maneb,315,Nabam-sodium,1505,1462,Thiol group of chemicals interact with sulfuhydryl groups of proteins to form thiol adducts,1463,Inhibition of lysyl oxidase,1506,1463,Inhibition of lysyl oxidase,1464,Reduction of collagen crosslinking,1507,1464,Reduction of collagen crosslinking,1465,Weak collagen matrix,1508,1465,Weak collagen matrix,1466,Notochord distortion or malformations,1509,1466,Notochord distortion or malformations,1005,"Reduced, Swimming performance",1510,1005,"Reduced, Swimming performance",1467,"Growth, reduction",1511,1005,"Reduced, Swimming performance",636,"Decreased, survival",,,,,,,,,,,,,,,
256,Inhibition of mitochondrial DNA polymerase gamma leading to kidney toxicity,Inhibition of mitochondrial DNA polymerase gamma leading to kidney toxicity,"Occurrence, Kidney toxicity",814,,,,,,,,,,,,,,,,,,,"Depletion, mtDNA ",1482,"Dysfunction, Mitochondria ",1483,"Increase, Cytotoxicity (renal tubular cell)",709,,,,,,,,,,,,,,,Inhibition of mitochondrial DNA polymerase gamma (Pol gamma),1481,,,,,,,,,,,,,,,,,,,322,Tenofovir,323,Tenofovir disoproxil fumarate,324,Adefovir,325,Adefovir dipivoxil,326,Cidofovir,,,,,,,,,,,1551,1481,Inhibition of mitochondrial DNA polymerase gamma (Pol gamma),1482,"Depletion, mtDNA ",1552,1482,"Depletion, mtDNA ",1483,"Dysfunction, Mitochondria ",1553,1483,"Dysfunction, Mitochondria ",709,"Increase, Cytotoxicity (renal tubular cell)",1554,709,"Increase, Cytotoxicity (renal tubular cell)",814,"Occurrence, Kidney toxicity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Inhibition of mitochondrial electron transport chain (ETC) complexes leading to kidney toxicity,Inhibition of Mt-ETC complexes leading to kidney toxicity,"Occurrence, Kidney toxicity",814,,,,,,,,,,,,,,,,,,,"Increase, Oxidative Stress",1969,Oxidative Stress ,1392,"Increase, Mitochondrial Dysfunction",1968,"N/A, Mitochondrial dysfunction 1",177,"Increase, Cytotoxicity (renal tubular cell)",709,,,,,,,,,,,"Inhibition, Mitochondrial Electron Transport Chain Complexes",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2949,105,"Inhibition, Mitochondrial Electron Transport Chain Complexes",1969,"Increase, Oxidative Stress",2950,1969,"Increase, Oxidative Stress",1968,"Increase, Mitochondrial Dysfunction",2951,1968,"Increase, Mitochondrial Dysfunction",709,"Increase, Cytotoxicity (renal tubular cell)",2952,709,"Increase, Cytotoxicity (renal tubular cell)",814,"Occurrence, Kidney toxicity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Inhibition of N-linked glycosylation leads to liver injury,Inhibition of N-linked glycosylation leads to liver injury,Liver Injury,1549,,,,,,,,,,,,,,,,,,,Accumulation of misfolded proteins,1605,Unfolded Protein Response,1512,Apoptosis,1262,Activation of hepatic stellate cells,1606,"Increased, Liver Steatosis",459,,,,,,,,,,,Inhibition of N-linked glycosylation,1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810,1604,Inhibition of N-linked glycosylation,1605,Accumulation of misfolded proteins,1811,1605,Accumulation of misfolded proteins,1512,Unfolded Protein Response,1812,1512,Unfolded Protein Response,1262,Apoptosis,1813,1262,Apoptosis,1606,Activation of hepatic stellate cells,1814,1606,Activation of hepatic stellate cells,1549,Liver Injury,1815,1262,Apoptosis,1549,Liver Injury,,,,,,,,,,,,,,,,,,,,
54,Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ,NIS inhibition and learning and memory impairment,"Impairment, Learning and memory",341,,,,,,,,,,,,,,,,,,,Decrease of Thyroidal iodide,425,"Thyroid hormone synthesis, Decreased",277," Thyroxine (T4) in serum, Decreased",281,"Thyroxine (T4) in neuronal tissue, Decreased ",280,Reduced levels of BDNF,381,Decrease of GABAergic interneurons,851,Decrease of synaptogenesis,385,Decrease of neuronal network function,386,,,,,"Inhibition, Na+/I- symporter (NIS)",424,,,,,,,,,,,,,,,,,,,66,Perchlorate,67,Nitrate,68,Thiocyanate,69,Dysidenin,81,Aryltrifluoroborates,,,,,,,,,,,560,424,"Inhibition, Na+/I- symporter (NIS)",425,Decrease of Thyroidal iodide,562,425,Decrease of Thyroidal iodide,277,"Thyroid hormone synthesis, Decreased",563,277,"Thyroid hormone synthesis, Decreased",281," Thyroxine (T4) in serum, Decreased",561,281," Thyroxine (T4) in serum, Decreased",280,"Thyroxine (T4) in neuronal tissue, Decreased ",559,280,"Thyroxine (T4) in neuronal tissue, Decreased ",381,Reduced levels of BDNF,546,381,Reduced levels of BDNF,851,Decrease of GABAergic interneurons,547,851,Decrease of GABAergic interneurons,385,Decrease of synaptogenesis,548,385,Decrease of synaptogenesis,386,Decrease of neuronal network function,549,386,Decrease of neuronal network function,341,"Impairment, Learning and memory",1262,424,"Inhibition, Na+/I- symporter (NIS)",341,"Impairment, Learning and memory"
108,Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat),PDK inhibition- HCC,"Increase, hepatocellular adenomas and carcinomas",719,,,,,,,,,,,,,,,,,,,"Increase, Cytotoxicity",768,Peptide Oxidation,209,"Increased, Induction of pyruvate dehydrogenase (PDH)",726,"Increase, Oxidative metabolism",769,,,,,,,,,,,,,"Inhibition, Pyruvate dehydrogenase kinase (PDK) enzyme",724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,724,"Inhibition, Pyruvate dehydrogenase kinase (PDK) enzyme",726,"Increased, Induction of pyruvate dehydrogenase (PDH)",425,726,"Increased, Induction of pyruvate dehydrogenase (PDH)",769,"Increase, Oxidative metabolism",426,769,"Increase, Oxidative metabolism",209,Peptide Oxidation,427,209,Peptide Oxidation,768,"Increase, Cytotoxicity",428,768,"Increase, Cytotoxicity",719,"Increase, hepatocellular adenomas and carcinomas",,,,,,,,,,,,,,,,,,,,,,,,,
436,"Inhibition of RALDH2 causes reduced all-trans retinoic acid levels, leading to transposition of the great arteries",RALDH2 and cardiovascular developmental defects,transposition of the great arteries,1970,,,,,,,,,,,,,,,,,,,"Decreased, all-trans retinoic acid (atRA) concentration",1881,"Disruption, Progenitor cells of second heart field",1682,"Neural crest cell migration, reduced",1557,,,,,,,,,,,,,,,Inhibition of ALDH1A (RALDH),1880,,,,,,,,,,,,,,,,,,,728,4-diethylaminobenzaldehyde (DEAB),310,Disulfiram,729,WIN18466,465,nitrofen,360,Ethanol,731,All-trans retionic acid,467,Bisdiamine,732,Vitamin A,726,BMS-89453,,,2944,1880,Inhibition of ALDH1A (RALDH),1881,"Decreased, all-trans retinoic acid (atRA) concentration",2945,1881,"Decreased, all-trans retinoic acid (atRA) concentration",1682,"Disruption, Progenitor cells of second heart field",2946,1682,"Disruption, Progenitor cells of second heart field",1557,"Neural crest cell migration, reduced",2947,1557,"Neural crest cell migration, reduced",1970,transposition of the great arteries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
